Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21
5,"18,2","14,5","14,0","15,6",W,"0,8",NNE,"2,4",NNE,"0,8","1,4",-,0,1,0,"0,3","0,1",.,.,
6,"18,1","19,3","18,1","18,5",WSW,"0,8",NW,"2,4",SE,"0,8","1,4",-,0,5,3,"2,7","0,0",.,.,
7,"17,7","18,8","20,4","19,0",SSE,"2,4",ESE,"2,4",SE,"2,4","2,4",-,7,5,3,"5,0",.,.,.,
8,"19,3","17,4","20,9","19,2",SSE,"4,4",SE,"4,4",ESE,"4,4","4,4",-,0,0,10,"3,3",.,.,.,
9,"19,5","19,2","21,6","20,1",E,"2,4",W,"0,8",WNW,"0,8","1,4",-,6,10,7,"7,7",.,.,.,
10,"21,6","21,6","21,5","21,6",SSW,"0,8",N,"0,8",S,"0,8","0,8",-,10,9,8,"9,0","0,0",.,.,
11,"21,9","20,3","20,6","20,9",S,"0,8",NNE,"0,8",S,"0,8","0,8",-,0,6,6,"4,0","1,4",.,.,
12,"21,9","17,3","20,3","19,8",S,"0,8",WNW,"0,8",SE,"0,8","0,8",-,3,3,5,"3,7",.,.,.,
13,"16,6","18,6","17,7","17,6",SSE,"0,8",N,"2,4",SW,"0,8","1,4",-,2,9,9,"6,7",.,.,.,
14,"17,9","20,7","18,5","19,0",W,"2,4",WNW,"2,4",W,"0,8","1,9",-,10,6,10,"8,7","0,7",.,.,
15,"16,3","18,8","19,5","18,2",NNW,"2,4",W,"2,4",C,"0,0","1,6",-,10,10,10,"10,0","3,8",.,.,
16,"20,6","21,0","19,8","20,5",W,"0,8",W,"0,8",W,"0,8","0,8",-,10,6,4,"6,7","21,6",.,.,
17,"19,1","18,5","19,7","19,1",WSW,"2,4",WNW,"0,8",W,"0,8","1,4",-,10,6,4,"6,7","0,0",.,.,
18,"19,0","21,3","19,8","20,0",W,"2,4",NW,"2,4",WSW,"0,8","1,9",-,5,6,10,"7,0","1,1",.,.,
19,"21,4","20,3","24,3","22,0",W,"0,8",NNW,"0,8",WSW,"0,8","0,8",-,10,4,9,"7,7","1,4",.,.,
20,"21,2","20,6","20,9","20,9",SW,"2,4",NE,"2,4",SSE,"0,8","1,9",-,0,6,1,"2,3","0,0",.,.,
21,"21,7","19,4","17,7","19,6",WNW,"0,8",E,"0,8",WSW,"2,4","1,4",-,4,9,0,"4,3",.,.,.,
22,"20,1","16,7","12,8","16,5",W,"2,4",NW,"2,4",W,"0,8","1,9",-,7,10,10,"9,0",.,.,.,
23,"11,4","10,2","11,2","10,9",WNW,"2,4",NNW,"2,4",W,"0,8","1,9",-,3,6,6,"5,0","32,3",.,.,
24,"11,8","11,2","12,1","11,7",WSW,"0,8",NW,"0,8",C,"0,0","0,6",-,0,5,3,"2,7",.,.,.,
25,"13,1","11,5","12,9","12,5",W,"0,8",NNE,"2,4",NNE,"0,8","1,4",-,1,5,5,"3,7",.,.,.,
26,"15,1","16,5","14,9","15,5",W,"0,8",NW,"0,8",NNE,"2,4","1,4",-,10,8,9,"9,0",.,.,.,
27,"16,5","17,8","16,4","16,9",NNE,"2,4",NNE,"2,4",N,"2,4","2,4",-,10,10,10,"10,0","1,8",.,.,
28,"17,4","18,9","19,1","18,5",WNW,"0,8",WSW,"0,8",WSW,"2,4","1,4",-,10,7,10,"9,0","3,0",.,.,
29,"19,3","23,6","21,1","21,3",W,"2,4",S,"2,4",W,"2,4","2,4",-,10,9,10,"9,7","5,3",.,.,
30,"20,9","18,3","10,0","16,4",W,"0,8",NNW,"2,4",NW,"2,4","1,9",-,9,4,0,"4,3","45,0",.,.,
dek1,"18,8","18,6","18,2","18,5","1,6","2,0","1,5","1,6",-,"4,0","4,9","3,9","4,3","4,2",,,,,,
dek2,"19,6","19,7","20,1","19,8","1,6","1,6","0,8","1,3",-,"6,0","6,2","6,8","6,4","30,0",,,,,,
dek3,"16,7","16,4","14,8","16,0","1,5","1,8","1,7","1,6",-,"6,4","7,3","6,3","6,7","87,4",,,,,,
mes,"18,4","18,2","17,7","18,1","1,5","1,8","1,3","1,5",-,"5,5","6,1","5,7","5,8","121,6",,,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,ЈУЛИ,2018,,,,,,,,,,,,
1,"1000,5","999,9","1001,6","1000,7","23,6","11,9","11,7","9,4","15,2","22,6","19,3","19,1",69,48,62,60,,,,
2,"1002,9","1001,3","999,6","1001,3","25,4","12,7","12,7","9,8","17,6","24,2","21,2","21,1",57,37,54,49,,,,
3,"1001,1","1000,6","1000,7","1000,8","27,9","18,1","9,8","15,9","20,1","26,7","23,2","23,3",62,42,55,53,,,,
4,"1000,2","999,6","999,7","999,8","28,6","19,3","9,3","15,9","23,8","28,0","23,4","24,7",53,37,74,55,,,,
5,"1000,3","998,0","996,3","998,2","28,9","20,0","8,9","19,5","20,6","27,8","23,6","23,9",83,44,60,62,,,,
6,"995,8","995,6","996,7","996,0","29,9","20,6","9,3","17,3","23,6","28,8","24,2","25,2",61,47,68,59,,,,
7,"998,2","998,0","998,8","998,3","24,6","18,5","6,1","18,1","19,4","21,0","20,1","20,2",96,85,89,90,,,,
8,"998,9","997,7","999,5","998,7","26,3","17,5","8,8","18,0","18,2","26,2","18,0","20,1",95,54,87,79,,,,
9,"998,7","998,5","998,8","998,7","20,0","16,5","3,5","16,0","17,0","17,5","17,1","17,2",90,94,93,92,,,,
10,"998,3","997,1","997,6","997,7","25,8","16,8","9,0","15,6","18,2","25,2","20,6","21,2",92,63,86,80,,,,
11,"997,7","996,9","998,2","997,6","29,3","18,0","11,3","15,4","21,9","28,6","25,0","25,1",79,50,69,66,,,,
12,"1001,0","1000,6","1000,7","1000,8","27,2","20,0","7,2","20,2","20,2","26,0","23,8","23,5",87,65,76,76,,,,
13,"1001,3","1001,0","1001,3","1001,2","28,5","20,8","7,7","20,0","21,6","27,8","23,6","24,2",83,50,61,65,,,,
14,"1002,3","1000,7","1000,0","1001,0","29,5","18,6","10,9","17,0","20,9","28,8","23,8","24,3",80,41,65,62,,,,
15,"999,5","998,6","997,9","998,7","28,8","18,9","9,9","15,0","21,8","25,8","21,8","22,8",72,50,77,66,,,,
16,"998,3","996,5","994,5","996,4","30,0","18,5","11,5","15,9","21,3","29,0","24,0","24,6",70,34,58,54,,,,
17,"993,7","993,9","994,2","993,9","25,5","19,6","5,9","18,5","19,8","21,8","21,7","21,3",92,82,73,82,,,,
18,"994,2","993,9","994,1","994,1","25,6","18,5","7,1","17,0","19,6","24,0","23,6","22,7",78,58,48,61,,,,
19,"994,9","996,0","996,9","995,9","24,6","17,8","6,8","17,5","18,6","23,8","22,6","21,9",89,67,77,78,,,,
20,"997,5","997,0","997,0","997,2","30,1","18,6","11,5","15,7","20,8","28,9","23,8","24,3",77,37,61,58,,,,
21,"997,5","996,7","995,2","996,5","32,2","18,6","13,6","14,1","23,0","31,6","26,4","26,9",66,40,58,55,,,,
22,"994,7","993,6","994,2","994,2","29,4","21,6","7,8","19,7","22,3","27,2","23,9","24,3",76,55,65,65,,,,
23,"993,7","992,2","993,7","993,2","25,8","19,0","6,8","18,5","19,5","25,2","21,2","21,8",81,65,85,77,,,,
24,"993,9","992,7","993,3","993,3","26,0","18,4","7,6","16,8","20,0","24,7","21,4","21,9",83,68,88,80,,,,
25,"994,0","993,2","993,9","993,7","29,7","18,9","10,8","17,0","21,1","29,2","25,1","25,1",82,50,60,64,,,,
26,"995,3","994,7","995,7","995,2","29,8","18,8","11,0","17,1","20,8","29,4","24,4","24,8",83,52,73,69,,,,
27,"996,2","995,3","996,5","996,0","28,6","20,2","8,4","19,0","21,4","24,0","20,2","21,5",86,92,95,91,,,,
28,"995,6","994,8","996,0","995,5","29,3","18,6","10,7","17,6","19,9","28,2","24,2","24,1",89,58,74,74,,,,
29,"997,4","995,8","996,4","996,5","30,9","20,3","10,6","18,6","21,1","29,9","25,2","25,4",85,58,77,73,,,,
30,"996,5","996,0","997,4","996,6","31,9","21,6","10,3","20,0","23,6","31,4","26,1","26,8",83,53,65,67,,,,
31,"997,7","997,3","998,1","997,7","31,6","21,4","10,2","19,9","22,8","31,4","27,2","27,2",83,47,62,64,,,,
dek1,"999,5","998,6","998,9","999,0","26,1","17,2","8,9","15,6","19,4","24,8","21,1","21,6",76,55,73,68,,,,
dek2,"998,0","997,5","997,5","997,7","27,9","18,9","9,0","17,2","20,7","26,5","23,4","23,5",81,53,67,67,,,,
dek3,"995,7","994,8","995,5","995,3","29,6","19,8","9,8","18,0","21,4","28,4","24,1","24,5",82,58,73,71,,,,
mes,"997,7","996,9","997,2","997,3","27,9","18,7","9,2","17,0","20,5","26,6","22,9","23,2",79,56,71,69,,,,
1,"11,9","13,0","14,0","13,0",W,"0,8",W,"2,4",NNW,"0,8","1,4",-,0,4,4,"2,7",.,.,.,
2,"11,4","11,1","13,6","12,0",W,"0,8",WNW,"0,8",E,"2,4","1,4",-,2,3,4,"3,0",.,.,.,
3,"14,5","14,8","15,6","15,0",SSE,"0,8",NNE,"2,4",NE,"0,8","1,4",-,6,6,0,"4,0",.,.,.,
4,"15,6","13,9","21,3","16,9",ESE,"0,8",NW,"0,8",WSW,"0,8","0,8",-,4,7,7,"6,0",.,.,.,
5,"20,1","16,5","17,5","18,0",WSW,"0,8",NE,"0,8",SE,"0,8","0,8",-,9,5,0,"4,7",.,.,.,
6,"17,9","18,6","20,6","19,0",SSE,"0,8",WSW,"0,8",NNW,"2,4","1,4",-,2,8,9,"6,3",.,.,.,
7,"21,7","21,3","21,1","21,4",WNW,"0,8",W,"0,8",NW,"0,8","0,8",-,10,10,9,"9,7","1,7",.,.,
8,"19,9","18,4","18,0","18,8",W,"0,8",NNW,"2,4",NNE,"0,8","1,4",-,10,6,10,"8,7","9,5",.,.,
9,"17,5","18,9","18,2","18,2",W,"2,4",WNW,"0,8",WSW,"0,8","1,4",-,10,10,5,"8,3","2,7",.,.,
10,"19,2","20,1","20,9","20,1",W,"0,8",W,"0,8",SSE,"0,8","0,8",-,10,6,4,"6,7","10,7",.,.,
11,"20,7","19,8","22,0","20,8",SE,"0,8",ENE,"2,4",SSE,"0,8","1,4",-,0,4,9,"4,3","0,8",.,.,
12,"20,6","22,0","22,6","21,7",NNW,"0,8",WSW,"0,8",NNE,"2,4","1,4",-,9,6,5,"6,7",.,.,.,
13,"21,5","18,6","17,7","19,3",W,"0,8",NW,"2,4",WNW,"0,8","1,4",-,6,4,4,"4,7","0,5",.,.,
14,"19,7","16,4","19,2","18,4",W,"2,4",W,"2,4",SW,"0,8","1,9",-,0,3,0,"1,0",.,.,.,
15,"18,9","16,6","20,1","18,5",W,"2,4",N,"2,4",WSW,"0,8","1,9",-,3,9,2,"4,7","0,0",.,.,
16,"17,9","13,7","17,4","16,3",WSW,"2,4",N,"0,8",S,"0,8","1,4",-,0,1,3,"1,3",.,.,.,
17,"21,3","21,4","19,0","20,6",WSW,"2,4",WSW,"0,8",W,"2,4","1,9",-,10,10,4,"8,0","0,9",.,.,
18,"17,9","17,4","13,9","16,4",WSW,"2,4",WNW,"2,4",NW,"2,4","2,4",-,10,10,9,"9,7","0,3",.,.,
19,"19,1","19,8","21,2","20,0",W,"0,8",WNW,"2,4",W,"0,8","1,4",-,10,10,7,"9,0","1,4",.,.,
20,"19,0","14,9","18,0","17,3",W,"0,8",NNW,"2,4",SW,"0,8","1,4",-,1,1,0,"0,7","0,7",.,.,
21,"18,5","18,7","20,0","19,1",WSW,"0,8",W,"0,8",SE,"0,8","0,8",-,0,0,5,"1,7",.,.,.,
22,"20,6","19,9","19,3","19,9",E,"2,4",NE,"4,4",NE,"2,4","3,0",-,8,4,9,"7,0",.,.,.,
23,"18,5","20,8","21,4","20,2",WSW,"2,4",NW,"2,4",NNW,"0,8","1,9",-,10,5,5,"6,7","4,6",.,.,
24,"19,5","21,1","22,5","21,0",W,"0,8",NW,"2,4",WNW,"2,4","1,9",-,9,9,10,"9,3","0,0",.,.,
25,"20,6","20,3","19,2","20,0",WNW,"0,8",NNW,"2,4",W,"0,8","1,4",-,4,5,2,"3,7","6,5",.,.,
26,"20,4","21,3","22,4","21,4",W,"0,8",NNW,"2,4",SSW,"0,8","1,4",-,3,5,3,"3,7",.,.,.,
27,"22,1","27,5","22,4","24,0",WSW,"2,4",WNW,"0,8",WSW,"0,8","1,4",-,5,7,10,"7,3",.,.,.,
28,"20,8","22,3","22,3","21,8",C,"0,0",WSW,"2,4",C,"0,0","0,8",-,9,4,3,"5,3","7,3",.,.,
29,"21,2","24,4","24,8","23,5",WSW,"2,4",WNW,"2,4",W,"0,8","1,9",-,5,6,6,"5,7",.,.,.,
30,"24,3","24,4","21,9","23,5",W,"0,8",NNW,"2,4",WSW,"0,8","1,4",-,0,4,5,"3,0","5,4",.,.,
31,"23,0","21,8","22,5","22,4",W,"0,8",NW,"2,4",WNW,"0,8","1,4",-,1,5,4,"3,3",.,.,.,
dek1,"17,0","16,7","18,1","17,2","1,0","1,3","1,1","1,1",-,"6,3","6,5","5,2","6,0","24,6",,,,,,
dek2,"19,7","18,1","19,1","18,9","1,6","1,9","1,3","1,5",-,"4,9","5,8","4,3","5,0","4,6",,,,,,
dek3,"20,9","22,0","21,7","21,5","1,3","2,3","1,0","1,5",-,"4,9","4,9","5,6","5,2","23,8",,,,,,
mes,"19,2","19,0","19,7","19,3","1,3","1,8","1,2","1,4",-,"5,4","5,7","5,1","5,4","53,0",,,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,АВГУСТ,2018,,,,,,,,,,,,
1,"999,2","999,5","1000,6","999,8","29,0","22,4","6,6","20,9","24,7","23,4","23,0","23,5",73,87,85,82,,,,
2,"1001,4","1000,9","1001,3","1001,2","28,9","21,9","7,0","20,4","23,1","27,6","25,4","25,4",83,65,76,75,,,,
3,"1002,1","1000,8","1001,3","1001,4","30,3","21,3","9,0","19,2","22,4","29,4","25,8","25,9",88,57,70,72,,,,
4,"1001,5","1000,3","1000,6","1000,8","31,8","21,2","10,6","18,9","23,2","31,0","25,4","26,3",85,47,65,66,,,,
5,"1001,2","1000,8","1000,6","1000,9","32,0","21,4","10,6","17,4","23,6","30,5","25,6","26,3",71,42,65,59,,,,
6,"1001,4","1000,4","1000,5","1000,8","31,6","21,5","10,1","18,2","23,4","31,2","26,2","26,8",69,45,71,62,,,,
7,"1001,1","999,9","1000,4","1000,5","32,8","21,2","11,6","18,0","23,4","32,2","26,2","27,0",76,36,58,57,,,,
8,"1001,0","1000,3","1000,4","1000,6","33,2","21,4","11,8","17,0","24,8","32,4","26,9","27,8",61,40,65,55,,,,
9,"1001,8","1001,4","1002,0","1001,7","33,7","22,6","11,1","19,5","25,1","33,3","27,0","28,1",66,40,55,54,,,,
10,"1003,5","1003,8","1004,8","1004,0","32,5","23,2","9,3","19,9","24,6","32,0","25,1","26,7",56,38,49,48,,,,
11,"1004,0","1002,6","1003,5","1003,4","30,8","21,2","9,6","17,5","23,8","30,8","25,4","26,4",55,38,49,47,,,,
12,"1004,2","1002,7","1001,0","1002,6","31,8","19,7","12,1","15,4","21,6","31,0","25,2","25,8",82,36,49,56,,,,
13,"999,2","997,5","996,4","997,7","33,0","22,0","11,0","15,3","23,8","32,3","26,8","27,4",60,35,51,49,,,,
14,"996,8","995,1","998,5","996,8","33,4","21,4","12,0","19,8","22,0","32,3","21,8","24,5",76,42,75,64,,,,
15,"999,7","999,2","999,9","999,6","29,4","19,1","10,3","17,5","19,4","28,7","23,6","23,8",90,52,74,72,,,,
16,"1000,6","999,3","999,5","999,8","30,7","18,9","11,8","17,0","20,6","29,7","25,1","25,1",86,51,60,66,,,,
17,"1000,1","998,6","999,2","999,3","32,3","19,8","12,5","16,5","21,2","31,8","26,5","26,5",81,37,50,56,,,,
18,"1001,4","1000,7","1002,1","1001,4","33,5","20,4","13,1","16,9","22,7","32,8","27,2","27,5",73,31,51,52,,,,
19,"1002,7","1001,0","1001,1","1001,6","34,0","20,1","13,9","16,8","22,6","32,4","25,1","26,3",74,35,60,56,,,,
20,"1000,9","999,5","999,7","1000,0","32,0","20,6","11,4","16,7","23,2","30,3","25,4","26,1",62,37,57,52,,,,
21,"1001,0","1000,0","1000,3","1000,4","33,6","20,6","13,0","16,5","23,4","32,4","26,3","27,1",69,37,57,54,,,,
22,"1001,8","1000,4","1001,1","1001,1","34,4","21,5","12,9","17,3","23,7","33,0","27,4","27,9",66,35,53,51,,,,
23,"1000,8","998,7","997,7","999,1","33,6","22,7","10,9","20,4","24,0","33,1","26,9","27,7",71,37,48,52,,,,
24,"995,7","993,9","994,5","994,7","34,3","22,4","11,9","20,6","24,4","33,6","26,5","27,8",57,32,54,48,,,,
25,"994,2","993,0","993,2","993,5","32,4","21,8","10,6","18,3","21,8","31,6","25,6","26,2",75,45,65,62,,,,
26,"992,0","993,2","996,0","993,7","25,9","16,8","9,1","20,2","22,1","23,8","16,8","19,9",72,65,87,75,,,,
27,"998,2","1000,1","1001,7","1000,0","17,0","14,4","2,6","14,2","14,6","16,4","16,1","15,8",98,94,92,95,,,,
28,"1003,2","1002,9","1003,4","1003,2","25,7","15,7","10,0","15,1","16,6","24,4","20,4","20,5",86,55,76,72,,,,
29,"1002,5","1000,8","1000,5","1001,3","29,0","15,4","13,6","12,9","18,4","28,1","21,7","22,5",77,42,65,61,,,,
30,"1000,1","999,3","1000,2","999,9","31,8","17,3","14,5","14,5","21,4","31,6","25,8","26,2",61,42,51,51,,,,
31,"1001,3","1000,6","1000,3","1000,7","30,5","20,9","9,6","18,8","21,7","29,6","25,4","25,5",75,47,60,61,,,,
dek1,"1001,4","1000,8","1001,3","1001,2","31,6","21,8","9,8","18,9","23,8","30,3","25,7","26,4",73,50,66,63,,,,
dek2,"1001,0","999,6","1000,1","1000,2","32,1","20,3","11,8","16,9","22,1","31,2","25,2","25,9",74,39,58,57,,,,
dek3,"999,2","998,4","999,0","998,9","29,8","19,0","10,8","17,2","21,1","28,9","23,5","24,3",73,48,64,62,,,,
mes,"1000,5","999,6","1000,1","1000,0","31,1","20,3","10,8","17,7","22,3","30,1","24,8","25,5",73,46,63,61,,,,
1,"22,6","25,1","24,0","23,9",W,"0,8",SSW,"0,8",SE,"2,4","1,4",-,5,9,7,"7,0",.,.,.,
2,"23,5","24,1","24,6","24,1",SE,"2,4",ESE,"2,4",NE,"0,8","1,9",-,6,6,6,"6,0","21,9",.,.,
3,"24,0","23,3","23,5","23,6",W,"0,8",ENE,"0,8",NE,"2,4","1,4",-,5,5,5,"5,0",.,.,.,
4,"24,3","21,3","21,1","22,2",S,"0,8",SSW,"2,4",SE,"0,8","1,4",-,1,4,1,"2,0",.,.,.,
5,"20,8","18,3","21,4","20,2",WNW,"0,8",E,"2,4",SSE,"0,8","1,4",-,0,6,0,"2,0",.,.,.,
6,"19,9","20,3","24,1","21,4",SW,"0,8",NW,"2,4",WSW,"0,8","1,4",-,1,4,0,"1,7",.,.,.,
7,"22,0","17,3","19,7","19,7",WSW,"0,8",W,"2,4",SSE,"0,8","1,4",-,4,6,0,"3,3",.,.,.,
8,"19,1","19,4","23,2","20,6",SE,"2,4",SSE,"4,4",ESE,"2,4","3,0",-,0,3,0,"1,0",.,.,.,
9,"21,0","20,7","19,5","20,4",SE,"4,4",SE,"4,4",SE,"4,4","4,4",-,4,5,3,"4,0",.,.,.,
10,"17,2","18,1","15,7","17,0",ESE,"4,4",SE,"4,4",SE,"2,4","3,7",-,0,0,0,"0,0",.,.,.,
11,"16,4","17,0","16,1","16,5",SE,"4,4",SSE,"2,4",SSE,"2,4","3,0",-,4,5,5,"4,7",.,.,.,
12,"21,1","16,0","15,8","17,6",WSW,"0,8",N,"2,4",SSE,"0,8","1,4",-,0,2,0,"0,7",.,.,.,
13,"17,8","17,1","18,0","17,6",SE,"2,4",S,"2,4",SE,"2,4","2,4",-,0,0,0,"0,0",.,.,.,
14,"20,2","20,5","19,7","20,1",SSE,"2,4",S,"2,4",W,"2,4","2,4",-,9,1,7,"5,7","0,8",.,.,
15,"20,3","20,6","21,6","20,8",W,"2,4",W,"2,4",WNW,"0,8","1,9",-,10,4,3,"5,7",.,.,.,
16,"20,9","21,3","19,1","20,4",W,"0,8",W,"2,4",NE,"0,8","1,4",-,4,4,0,"2,7","1,4",.,.,
17,"20,5","17,6","17,4","18,5",W,"0,8",NNE,"0,8",ENE,"0,8","0,8",-,4,5,3,"4,0",.,.,.,
18,"20,1","15,6","18,5","18,1",WSW,"0,8",NNE,"2,4",NNE,"2,4","1,9",-,0,5,1,"2,0",.,.,.,
19,"20,2","17,2","19,1","18,8",W,"0,8",NNE,"2,4",W,"0,8","1,4",-,0,2,0,"0,7",.,.,.,
20,"17,8","16,0","18,5","17,4",S,"0,8",N,"0,8",SSE,"0,8","0,8",-,0,4,0,"1,3",.,.,.,
21,"19,9","18,1","19,6","19,2",WSW,"0,8",E,"2,4",SSE,"0,8","1,4",-,0,4,0,"1,3",.,.,.,
22,"19,2","17,5","19,3","18,7",WSW,"2,4",WNW,"0,8",ESE,"2,4","1,9",-,0,2,4,"2,0",.,.,.,
23,"21,1","19,0","16,9","19,0",SSE,"4,4",SE,"4,4",SE,"2,4","3,7",-,4,4,0,"2,7",.,.,.,
24,"17,6","16,9","18,6","17,7",SE,"2,4",SE,"2,4",S,"0,8","1,9",-,3,4,0,"2,3",.,.,.,
25,"19,7","20,9","21,4","20,7",S,"2,4",WSW,"2,4",W,"0,8","1,9",-,0,4,4,"2,7",.,.,.,
26,"19,1","19,2","16,6","18,3",N,"0,8",WNW,"2,4",W,"2,4","1,9",-,8,9,10,"9,0","0,0",.,.,
27,"16,3","17,6","16,9","16,9",W,"2,4",NW,"0,8",WSW,"2,4","1,9",-,10,10,10,"10,0","19,4",.,.,
28,"16,4","16,9","18,3","17,2",WSW,"2,4",W,"2,4",SSW,"0,8","1,9",-,10,1,0,"3,7","1,3",.,.,
29,"16,4","15,9","17,0","16,4",W,"0,8",NNE,"2,4",SE,"0,8","1,4",-,0,0,0,"0,0",.,.,.,
30,"15,7","19,5","17,0","17,4",SE,"0,8",E,"0,8",NE,"2,4","1,4",-,0,0,0,"0,0",.,.,.,
31,"19,4","19,5","19,4","19,4",W,"0,8",WNW,"0,8",NE,"0,8","0,8",-,2,1,6,"3,0",.,.,.,
dek1,"21,4","20,8","21,7","21,3","1,9","2,7","1,8","2,0",-,"2,6","4,8","2,2","3,2","21,9",,,,,,
dek2,"19,5","17,9","18,4","18,6","1,7","2,1","1,5","1,7",-,"3,1","3,2","1,9","2,8","2,2",,,,,,
dek3,"18,3","18,3","18,3","18,3","1,9","2,0","1,5","1,8",-,"3,4","3,5","3,1","3,3","20,7",,,,,,
mes,"19,7","19,0","19,4","19,3","1,8","2,2","1,6","1,8",-,"3,0","3,8","2,4","3,1","44,8",,,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,СЕПТЕМБАР,2018,,,,,,,,,,,,
1,"1000,0","999,2","999,6","999,6","34,1","21,1","13,0","18,2","23,5","33,9","26,9","27,8",68,31,42,47,,,,
2,"1002,0","1000,2","999,0","1000,4","33,9","19,0","14,9","17,7","19,5","32,1","27,2","26,5",85,42,41,56,,,,
3,"998,6","996,2","996,4","997,1","27,2","18,2","9,0","18,9","20,0","24,4","18,2","20,2",90,64,85,80,,,,
4,"997,0","995,2","997,3","996,5","27,2","17,6","9,6","15,5","18,8","25,2","20,8","21,4",80,56,73,70,,,,
5,"998,0","997,6","998,1","997,9","24,7","16,6","8,1","15,2","17,4","22,9","18,8","19,5",90,70,91,84,,,,
6,"997,6","996,2","995,5","996,4","28,2","16,6","11,6","16,0","18,2","27,6","20,8","21,9",89,49,61,66,,,,
7,"996,0","996,1","998,1","996,7","28,6","16,9","11,7","13,9","18,5","28,0","22,1","22,7",74,40,61,58,,,,
8,"1000,8","1001,3","1003,1","1001,7","28,3","18,0","10,3","16,9","18,1","27,2","22,0","22,3",89,49,63,67,,,,
9,"1005,0","1004,3","1004,9","1004,7","27,8","17,0","10,8","15,0","17,8","26,4","21,4","21,8",85,41,56,61,,,,
10,"1005,6","1005,3","1006,2","1005,7","27,5","15,2","12,3","12,2","16,9","27,0","21,2","21,6",79,34,57,57,,,,
11,"1007,8","1007,0","1007,5","1007,4","28,9","16,0","12,9","13,4","17,3","27,6","23,5","23,0",74,38,47,53,,,,
12,"1008,2","1006,0","1004,2","1006,1","30,1","17,5","12,6","14,2","19,7","29,4","22,5","23,5",73,35,53,54,,,,
13,"1002,1","1000,5","999,5","1000,7","30,5","17,1","13,4","13,0","19,9","29,6","22,0","23,4",62,32,59,51,,,,
14,"1000,1","1000,0","1000,6","1000,2","29,7","17,6","12,1","14,0","19,8","28,6","22,4","23,3",68,39,58,55,,,,
15,"1002,9","1003,7","1006,3","1004,3","28,0","18,4","9,6","15,2","18,6","27,6","21,8","22,5",77,47,53,59,,,,
16,"1009,2","1008,6","1008,3","1008,7","27,6","15,0","12,6","11,9","16,2","27,0","20,2","20,9",90,35,53,59,,,,
17,"1008,6","1006,9","1006,7","1007,4","27,4","15,5","11,9","11,4","18,0","26,8","20,4","21,4",61,42,63,55,,,,
18,"1006,0","1004,5","1004,4","1005,0","29,7","16,6","13,1","12,0","18,3","29,6","22,8","23,4",73,38,54,55,,,,
19,"1005,0","1004,1","1004,6","1004,6","30,5","18,7","11,8","15,5","19,4","29,8","22,7","23,7",66,38,50,51,,,,
20,"1005,0","1003,3","1003,2","1003,8","30,0","18,4","11,6","14,8","19,5","29,0","22,8","23,5",45,25,43,38,,,,
21,"1002,6","1000,5","999,8","1001,0","30,2","18,1","12,1","14,4","19,2","29,8","22,7","23,6",53,28,43,41,,,,
22,"1000,7","1004,1","1007,4","1004,1","26,8","17,9","8,9","16,5","20,0","25,1","17,9","20,2",59,41,55,52,,,,
23,"1006,4","1003,9","999,5","1003,3","25,5","15,0","10,5","14,6","15,6","24,8","21,6","20,9",71,44,58,58,,,,
